GM_ID,Bldg0,Bldg1,Bldg2,Bldg3,Bldg4,Bldg5,Bldg6,Bldg7,Bldg8,Bldg9
0,0.1904,0.1587,0.0317,0.6507,0.0317,0.0317,0.1904,0.0317,0.0317,0.5079
