BuildingIndex,DS1_idr,DS2_idr,DS3_idr,DS4_idr,NS,story_height,mass,ys,yd,us,ud,pinch,beta
6832,0.004,0.012,0.04,0.1,2,2.1336,1824000.0,"1.4315e+07,9.5432e+06","0.03721,0.02480","4.2944e+07,2.8630e+07","0.89218,0.59479",0.8,0.1
6833,0.004,0.0084,0.0232,0.06,1,6.096,14687500.0,2.8817e+07,0.00152,7.2042e+07,0.02283,0.4,0.4
6834,0.004,0.008,0.024,0.07,2,3.048,45652500.0,"4.7741e+08,3.1827e+08","0.01239,0.00826","9.5482e+08,6.3655e+08","0.19812,0.13208",0.6,0.1
6835,0.004,0.012,0.04,0.1,1,4.2672,2935000.0,1.1517e+07,0.01218,3.4551e+07,0.29197,0.8,0.1
6836,0.004,0.012,0.04,0.1,1,4.2672,1218500.0,4.7814e+06,0.01218,1.4344e+07,0.29197,0.8,0.1
6837,0.004,0.012,0.04,0.1,2,2.1336,5896000.0,"4.6272e+07,3.0848e+07","0.03721,0.02480","1.3882e+08,9.2544e+07","0.89218,0.59479",0.8,0.1
6838,0.004,0.012,0.04,0.1,2,2.1336,2978500.0,"2.3375e+07,1.5584e+07","0.03721,0.02480","7.0126e+07,4.6751e+07","0.89218,0.59479",0.8,0.1
6839,0.004,0.012,0.04,0.1,2,2.1336,2633000.0,"2.0664e+07,1.3776e+07","0.03721,0.02480","6.1991e+07,4.1328e+07","0.89218,0.59479",0.8,0.1
6840,0.004,0.012,0.04,0.1,2,2.1336,5503500.0,"4.3191e+07,2.8794e+07","0.03721,0.02480","1.2957e+08,8.6383e+07","0.89218,0.59479",0.8,0.1
6841,0.004,0.012,0.04,0.1,2,2.1336,3118000.0,"2.4470e+07,1.6313e+07","0.03721,0.02480","7.3410e+07,4.8940e+07","0.89218,0.59479",0.8,0.1
6842,0.004,0.012,0.04,0.1,2,2.1336,2590000.0,"2.0326e+07,1.3551e+07","0.03721,0.02480","6.0979e+07,4.0653e+07","0.89218,0.59479",0.8,0.1
6843,0.004,0.012,0.04,0.1,2,2.1336,2275500.0,"1.7858e+07,1.1905e+07","0.03721,0.02480","5.3574e+07,3.5716e+07","0.89218,0.59479",0.8,0.1
