id,Latitude,Longitude,PlanArea,NumberOfStories,YearBuilt,ResidentialUnits,OccupancyClass,RepairCost,StructureType,ReplacementCost,Vs30
889065,37.423733767775644,-121.87695512662668,1690.0,2,1966,1,RES1,31440.364484303896,W1,338000.0,293.9537353515625
889066,37.42424411830798,-121.87599134397452,2265.0,2,1966,1,RES1,38160.15847892968,W1,453000.0,293.9145202636719
889067,37.425076699449455,-121.87360139300014,1176.0,1,1967,1,RES1,5863.3323278335765,W1,235200.0,293.8757019042969
889068,37.42577484112315,-121.88045580328804,1784.5,1,1970,1,RES1,25572.080731565173,W1,356900.0,294.0236511230469
889069,37.42829229657018,-121.87455743882852,1048.5,1,1966,0,RES1,6763.877248336703,W1,209700.0,293.8623352050781
889070,37.42831944355425,-121.87643673440155,43995.0,1,1950,0,EDU1,166764.2,C1,6251689.5,293.88787841796875
889071,37.4284509564229,-121.87381764569633,2368.5,2,1966,2,RES1,22291.647831435843,W1,473700.0,293.8516845703125
889072,37.4285112024099,-121.87539040844004,1690.0,2,1966,1,RES1,29224.921932075944,W1,338000.0,293.8743896484375
889073,37.4289765,-121.876608,579.0,1,1978,0,RES1,3432.7272727272725,W1,115800.0,293.879150390625
889074,37.4295105,-121.874319,1528.0,1,1978,1,RES1,9056.0,W1,305600.0,352.30804443359375
889075,37.43081323326764,-121.87218922291802,1466.0,1,1963,1,RES1,7762.257943538279,W1,293200.0,352.287353515625
889076,37.422658,-121.8640285,969.5,2,1991,1,RES1,15839.086888069683,W1,193900.0,352.2525939941406
889077,37.42318062587295,-121.8646973539894,1970.0,2,1991,1,RES1,31349.224612658843,W1,394000.0,352.2579345703125
889078,37.42352390563941,-121.8668731396342,2549.0,2,1991,1,RES1,40072.96258902245,W1,509800.0,293.8035583496094
889079,37.42376248563061,-121.86810967938547,2705.0,2,1990,1,RES1,43116.41977488685,W1,541000.0,293.81304931640625
889080,37.4244445,-121.8679305,3389.0,2,1991,1,RES1,55524.90702121111,W1,677800.0,293.81292724609375
889081,37.4249845,-121.8644245,1946.0,2,1994,1,RES1,30652.909984705748,W1,389200.0,352.2652893066406
889082,37.4269385,-121.864121,2460.0,2,1996,1,RES1,41271.103287979284,W1,492000.0,352.2820129394531
889083,37.42731565923452,-121.865667974984,2549.0,2,1993,1,RES1,39999.72118910217,W1,509800.0,352.27508544921875
889084,37.42873527442713,-121.86942580128972,2491.0,2,1968,1,RES1,21969.308858650515,W1,498200.0,352.2799072265625
889085,37.429039355290854,-121.86417170926393,2074.0,2,1973,1,RES1,33851.77888066431,W1,414800.0,352.29345703125
889086,37.42917886633676,-121.86484308149639,1300.0,1,1973,1,RES1,6295.3809347421075,W1,260000.0,352.287109375
