BuildingIndex,DS1_idr,DS2_idr,DS3_idr,DS4_idr,NS,story_height,mass,ys,yd,us,ud,pinch,beta
16874,0.004,0.0099,0.0306,0.075,1,3.8169488068797257,2949000.0,8.6789e+06,0.00913,2.6037e+07,0.16438,0.6,0.1
16875,0.004,0.0099,0.0306,0.075,1,4.211279256442691,3185000.0,9.3735e+06,0.00913,2.8120e+07,0.16438,0.6,0.1
16876,0.004,0.0099,0.0306,0.075,1,4.023094890455249,1200000.0,3.5316e+06,0.00913,1.0595e+07,0.16438,0.6,0.1
16877,0.004,0.0099,0.0306,0.075,1,4.082619691734358,2302500.0,6.7763e+06,0.00913,2.0329e+07,0.16438,0.6,0.1
16878,0.004,0.0099,0.0306,0.075,1,4.5712377351291344,1460000.0,4.2968e+06,0.00913,1.2890e+07,0.16438,0.6,0.1
16879,0.004,0.0099,0.0306,0.075,1,4.310316020059004,1945000.0,5.7241e+06,0.00913,1.7172e+07,0.16438,0.6,0.1
16880,0.004,0.0069,0.0187,0.0525,1,5.8087361113430385,200000000.0,5.2385e+08,0.00203,1.0477e+09,0.02447,0.4,0.1
16881,0.004,0.0099,0.0306,0.075,1,4.143256272053576,972500.0,2.8621e+06,0.00913,8.5862e+06,0.16438,0.6,0.1
16882,0.004,0.0099,0.0306,0.075,1,4.1069629486575305,7781000.0,2.2899e+07,0.00913,6.8698e+07,0.16438,0.6,0.1
16883,0.004,0.0099,0.0306,0.075,1,4.2579192025356765,1562500.0,4.5984e+06,0.00913,1.3795e+07,0.16438,0.6,0.1
16884,0.004,0.0099,0.0306,0.075,1,4.304248071741854,1512500.0,4.4513e+06,0.00913,1.3354e+07,0.16438,0.6,0.1
16885,0.004,0.0099,0.0306,0.075,1,4.691426120524309,1532500.0,4.5101e+06,0.00913,1.3530e+07,0.16438,0.6,0.1
16886,0.004,0.0099,0.0306,0.075,1,3.8773147377751718,1052000.0,3.0960e+06,0.00913,9.2881e+06,0.16438,0.6,0.1
16887,0.004,0.012,0.04,0.1,1,4.259778905034255,52159000.0,2.0467e+08,0.01218,6.1402e+08,0.29197,0.8,0.1
16888,0.004,0.0099,0.0306,0.075,1,4.200398869963118,4660000.0,1.3714e+07,0.00913,4.1143e+07,0.16438,0.6,0.1
16889,0.004,0.0099,0.0306,0.075,1,4.474010906567256,1522500.0,4.4807e+06,0.00913,1.3442e+07,0.16438,0.6,0.1
16890,0.004,0.0099,0.0306,0.075,1,4.343579511260732,7246000.0,2.1325e+07,0.00913,6.3975e+07,0.16438,0.6,0.1
16891,0.004,0.012,0.04,0.1,1,4.395037154231041,6529666.666666667,2.5622e+07,0.01218,7.6867e+07,0.29197,0.8,0.1
16892,0.004,0.0099,0.0306,0.075,1,4.341466454348112,2080000.0,6.1214e+06,0.00913,1.8364e+07,0.16438,0.6,0.1
16893,0.004,0.0099,0.0306,0.075,1,4.072912388737532,3002500.0,8.8364e+06,0.00913,2.6509e+07,0.16438,0.6,0.1
16894,0.004,0.012,0.04,0.1,1,4.533621867405335,16535000.0,6.4883e+07,0.01218,1.9465e+08,0.29197,0.8,0.1
16895,0.004,0.0099,0.0306,0.075,1,4.441015736118199,463333.3333333333,1.3636e+06,0.00913,4.0908e+06,0.16438,0.6,0.1
16896,0.004,0.0099,0.0306,0.075,1,4.467077376533709,1945000.0,5.7241e+06,0.00913,1.7172e+07,0.16438,0.6,0.1
16897,0.004,0.0099,0.0306,0.075,1,4.545602958519199,1945000.0,5.7241e+06,0.00913,1.7172e+07,0.16438,0.6,0.1
16898,0.004,0.012,0.04,0.1,1,4.357252200666952,3428571.4285714286,1.3454e+07,0.01218,4.0361e+07,0.29197,0.8,0.1
16899,0.004,0.0099,0.0306,0.075,1,4.595178008435329,1945000.0,5.7241e+06,0.00913,1.7172e+07,0.16438,0.6,0.1
16900,0.004,0.0099,0.0306,0.075,1,4.348538680024138,1080000.0,3.1784e+06,0.00913,9.5353e+06,0.16438,0.6,0.1
16901,0.004,0.0099,0.0306,0.075,1,4.220716688576298,1945000.0,5.7241e+06,0.00913,1.7172e+07,0.16438,0.6,0.1
16902,0.004,0.0099,0.0306,0.075,1,4.265791222258121,1945000.0,5.7241e+06,0.00913,1.7172e+07,0.16438,0.6,0.1
16903,0.004,0.0099,0.0306,0.075,1,4.262115724939566,1945000.0,5.7241e+06,0.00913,1.7172e+07,0.16438,0.6,0.1
16904,0.005,0.0087,0.0233,0.06,1,5.939727472549247,341145.45454545453,4.1833e+05,0.00124,1.2550e+06,0.02187,0.5,0.4
16905,0.004,0.0099,0.0306,0.075,1,4.629978927834444,1572500.0,4.6279e+06,0.00913,1.3884e+07,0.16438,0.6,0.1
16906,0.004,0.0099,0.0306,0.075,1,4.330888177138467,972500.0,2.8621e+06,0.00913,8.5862e+06,0.16438,0.6,0.1
16907,0.004,0.012,0.04,0.1,1,4.287461351556737,4660000.0,1.8286e+07,0.01218,5.4858e+07,0.29197,0.8,0.1
16908,0.004,0.0099,0.0306,0.075,1,4.350851561437826,1400000.0,4.1202e+06,0.00913,1.2361e+07,0.16438,0.6,0.1
16909,0.004,0.0099,0.0306,0.075,1,4.952787752035856,1832500.0,5.3930e+06,0.00913,1.6179e+07,0.16438,0.6,0.1
16910,0.004,0.0099,0.0306,0.075,1,4.0324400532941445,972500.0,2.8621e+06,0.00913,8.5862e+06,0.16438,0.6,0.1
16911,0.004,0.0099,0.0306,0.075,1,4.090658456310146,1345000.0,3.9583e+06,0.00913,1.1875e+07,0.16438,0.6,0.1
16912,0.004,0.0099,0.0306,0.075,1,3.9825779015331944,1220000.0,3.5905e+06,0.00913,1.0771e+07,0.16438,0.6,0.1
16913,0.004,0.012,0.04,0.1,1,4.217860093231218,8025000.0,3.1490e+07,0.01218,9.4470e+07,0.29197,0.8,0.1
16914,0.004,0.012,0.04,0.1,1,4.3199066646260444,648333.3333333334,2.5441e+06,0.01218,7.6322e+06,0.29197,0.8,0.1
16915,0.004,0.008,0.024,0.07,3,1.9852689651957454,173270000.0,"2.7179e+09,2.2650e+09,1.3590e+09","0.02169,0.01808,0.01085","5.4359e+09,4.5299e+09,2.7179e+09","0.34672,0.28893,0.17336",0.6,0.1
16916,0.004,0.012,0.04,0.1,1,4.153583827784052,9532500.0,3.7406e+07,0.01218,1.1222e+08,0.29197,0.8,0.1
16917,0.004,0.012,0.04,0.1,1,4.2976919284961825,2800000.0,1.0987e+07,0.01218,3.2962e+07,0.29197,0.8,0.1
16918,0.004,0.012,0.04,0.1,1,4.161403857976568,2575000.0,1.0104e+07,0.01218,3.0313e+07,0.29197,0.8,0.1
16919,0.004,0.0099,0.0306,0.075,1,4.333894956773993,1340000.0,3.9436e+06,0.00913,1.1831e+07,0.16438,0.6,0.1
16920,0.004,0.012,0.04,0.1,1,4.511680009419863,23100000.0,9.0644e+07,0.01218,2.7193e+08,0.29197,0.8,0.1
16921,0.004,0.0099,0.0306,0.075,1,4.414123991447751,5355000.0,1.5760e+07,0.00913,4.7279e+07,0.16438,0.6,0.1
16922,0.004,0.0099,0.0306,0.075,1,4.459374643788745,972500.0,2.8621e+06,0.00913,8.5862e+06,0.16438,0.6,0.1
16923,0.004,0.0099,0.0306,0.075,1,4.5052969071262865,2610000.0,7.6812e+06,0.00913,2.3044e+07,0.16438,0.6,0.1
16924,0.004,0.012,0.04,0.1,1,7.419382132683195,8646500.0,3.3929e+07,0.00398,8.4822e+07,0.07908,0.6,0.1
16925,0.004,0.0099,0.0306,0.075,1,4.233486237097025,2530000.0,7.4458e+06,0.00913,2.2337e+07,0.16438,0.6,0.1
16926,0.004,0.0099,0.0306,0.075,1,4.105572597109358,1522500.0,4.4807e+06,0.00913,1.3442e+07,0.16438,0.6,0.1
